,name,id,level
464,meyhane,5283c7b4e4b094cb91ec88da,2
465,pide place,530faca9bcbc57f1066bc2f2,2
466,pilavcı,58daa1558bbb0b01f18ec1df,2
467,söğüş place,58daa1558bbb0b01f18ec1dc,2
468,tantuni restaurant,56aa371be4b08b9a8d5734bf,2
469,turkish coffeehouse,56aa371be4b08b9a8d5734c1,2
470,turkish home cooking restaurant,5283c7b4e4b094cb91ec88d4,2
471,çöp şiş place,58daa1558bbb0b01f18ec1e2,2
472,ukrainian restaurant,52e928d0bcbc57f1066b7e96,1
473,varenyky restaurant,52e928d0bcbc57f1066b7e9a,2
474,west-ukrainian restaurant,52e928d0bcbc57f1066b7e9b,2
475,vegetarian vegan restaurant,4bf58dd8d48988d1d3941735,1
476,wings joint,4bf58dd8d48988d14c941735,1
477,nightlife spot,4d4b7105d754a06376d81259,0
478,bar,4bf58dd8d48988d116941735,1
479,beach bar,52e81612bcbc57f1066b7a0d,2
480,beer bar,56aa371ce4b08b9a8d57356c,2
481,beer garden,4bf58dd8d48988d117941735,2
482,champagne bar,52e81612bcbc57f1066b7a0e,2
483,cocktail bar,4bf58dd8d48988d11e941735,2
484,dive bar,4bf58dd8d48988d118941735,2
485,gay bar,4bf58dd8d48988d1d8941735,2
486,hookah bar,4bf58dd8d48988d119941735,2
487,hotel bar,4bf58dd8d48988d1d5941735,2
488,ice bar,5f2c40f15b4c177b9a6dc684,2
489,karaoke bar,4bf58dd8d48988d120941735,2
490,pub,4bf58dd8d48988d11b941735,2
491,rooftop bar,5f2c224bb6d05514c70440a3,2
492,sake bar,4bf58dd8d48988d11c941735,2
493,speakeasy,4bf58dd8d48988d1d4941735,2
494,sports bar,4bf58dd8d48988d11d941735,2
495,tiki bar,56aa371be4b08b9a8d57354d,2
496,whisky bar,4bf58dd8d48988d122941735,2
497,wine bar,4bf58dd8d48988d123941735,2
498,brewery,50327c8591d4c4b30a586d5d,1
499,lounge,4bf58dd8d48988d121941735,1
500,night market,53e510b7498ebcb1801b55d4,1
501,nightclub,4bf58dd8d48988d11f941735,1
502,other nightlife,4bf58dd8d48988d11a941735,1
503,strip club,4bf58dd8d48988d1d6941735,1
504,outdoors & recreation,4d4b7105d754a06377d81259,0
505,athletics & sports,4f4528bc4b90abdf24c9de85,1
506,badminton court,52e81612bcbc57f1066b7a2b,2
507,baseball field,4bf58dd8d48988d1e8941735,2
508,basketball court,4bf58dd8d48988d1e1941735,2
509,bowling green,52e81612bcbc57f1066b7a2f,2
510,curling ice,56aa371be4b08b9a8d57351a,2
511,golf course,4bf58dd8d48988d1e6941735,2
512,golf driving range,58daa1558bbb0b01f18ec1b0,2
513,gym fitness center,4bf58dd8d48988d175941735,2
514,boxing gym,52f2ab2ebcbc57f1066b8b47,3
515,climbing gym,503289d391d4c4b30a586d6a,3
516,cycle studio,52f2ab2ebcbc57f1066b8b49,3
517,gym pool,4bf58dd8d48988d105941735,3
518,gymnastics gym,52f2ab2ebcbc57f1066b8b48,3
519,gym,4bf58dd8d48988d176941735,3
520,martial arts school,4bf58dd8d48988d101941735,3
521,outdoor gym,58daa1558bbb0b01f18ec203,3
522,pilates studio,5744ccdfe4b0c0459246b4b2,3
523,track,4bf58dd8d48988d106941735,3
524,weight loss center,590a0744340a5803fd8508c3,3
525,yoga studio,4bf58dd8d48988d102941735,3
526,hockey field,4f452cd44b9081a197eba860,2
527,hockey rink,56aa371be4b08b9a8d57352c,2
528,paintball field,5032829591d4c4b30a586d5e,2
529,rugby pitch,52e81612bcbc57f1066b7a2c,2
530,skate park,4bf58dd8d48988d167941735,2
531,skating rink,4bf58dd8d48988d168941735,2
532,soccer field,4cce455aebf7b749d5e191f5,2
533,sports club,52e81612bcbc57f1066b7a2e,2
534,squash court,52e81612bcbc57f1066b7a2d,2
535,tennis court,4e39a956bd410d7aed40cbc3,2
536,volleyball court,4eb1bf013b7b6f98df247e07,2
537,bathing area,52e81612bcbc57f1066b7a28,1
538,bay,56aa371be4b08b9a8d573544,1
539,beach,4bf58dd8d48988d1e2941735,1
540,nudist beach,52e81612bcbc57f1066b7a30,2
541,surf spot,4bf58dd8d48988d1e3941735,2
542,bike trail,56aa371be4b08b9a8d57355e,1
543,boat launch,5fabfc8099ce226e27fe6b0d,1
544,botanical garden,52e81612bcbc57f1066b7a22,1
545,bridge,4bf58dd8d48988d1df941735,1
546,campground,4bf58dd8d48988d1e4941735,1
547,canal lock,56aa371be4b08b9a8d57353b,1
548,canal,56aa371be4b08b9a8d573562,1
549,castle,50aaa49e4b90af0d42d5de11,1
550,cave,56aa371be4b08b9a8d573511,1
551,cemetery,4bf58dd8d48988d15c941735,1
552,dam,5fac018b99ce226e27fe7573,1
553,dive spot,52e81612bcbc57f1066b7a12,1
554,dog run,4bf58dd8d48988d1e5941735,1
555,farm,4bf58dd8d48988d15b941735,1
556,field,4bf58dd8d48988d15f941735,1
557,fishing spot,52e81612bcbc57f1066b7a0f,1
558,forest,52e81612bcbc57f1066b7a23,1
559,fountain,56aa371be4b08b9a8d573547,1
560,garden,4bf58dd8d48988d15a941735,1
561,gun range,52e81612bcbc57f1066b7a11,1
562,harbor marina,4bf58dd8d48988d1e0941735,1
563,hill,5bae9231bedf3950379f89cd,1
564,hot spring,4bf58dd8d48988d160941735,1
565,indoor play area,5744ccdfe4b0c0459246b4b5,1
566,island,50aaa4314b90af0d42d5de10,1
567,lake,4bf58dd8d48988d161941735,1
568,lighthouse,4bf58dd8d48988d15d941735,1
569,mountain hut,55a5a1ebe4b013909087cb77,1
570,mountain,4eb1d4d54b900d56c88a45fc,1
571,national park,52e81612bcbc57f1066b7a21,1
572,nature preserve,52e81612bcbc57f1066b7a13,1
573,other great outdoors,4bf58dd8d48988d162941735,1
574,palace,52e81612bcbc57f1066b7a14,1
575,park,4bf58dd8d48988d163941735,1
576,pedestrian plaza,52e81612bcbc57f1066b7a25,1
577,picnic area,5fabfe3599ce226e27fe709a,1
578,picnic shelter,5fac010d99ce226e27fe7467,1
579,playground,4bf58dd8d48988d1e7941735,1
580,plaza,4bf58dd8d48988d164941735,1
581,pool,4bf58dd8d48988d15e941735,1
582,rafting,52e81612bcbc57f1066b7a29,1
583,recreation center,52e81612bcbc57f1066b7a26,1
584,reservoir,56aa371be4b08b9a8d573541,1
585,river,4eb1d4dd4b900d56c88a45fd,1
586,rock climbing spot,50328a4b91d4c4b30a586d6b,1
587,roof deck,4bf58dd8d48988d133951735,1
588,scenic lookout,4bf58dd8d48988d165941735,1
589,sculpture garden,4bf58dd8d48988d166941735,1
590,ski area,4bf58dd8d48988d1e9941735,1
591,apres ski bar,4bf58dd8d48988d1ea941735,2
592,ski chairlift,4eb1c0ed3b7b52c0e1adc2ea,2
593,ski chalet,4bf58dd8d48988d1ec941735,2
594,ski lodge,4bf58dd8d48988d1eb941735,2
595,ski trail,4eb1c0f63b7b52c0e1adc2eb,2
596,skydiving drop zone,58daa1558bbb0b01f18ec1b9,1
597,stables,4eb1baf03b7b2c5b1d4306ca,1
598,state provincial park,5bae9231bedf3950379f89d0,1
599,states & municipalities,530e33ccbcbc57f1066bbfe4,1
600,city,50aa9e094b90af0d42d5de0d,2
601,county,5345731ebcbc57f1066c39b2,2
602,country,530e33ccbcbc57f1066bbff7,2
603,neighborhood,4f2a25ac4b909258e854f55f,2
604,state,530e33ccbcbc57f1066bbff8,2
605,town,530e33ccbcbc57f1066bbff3,2
606,village,530e33ccbcbc57f1066bbff9,2
607,summer camp,52e81612bcbc57f1066b7a10,1
608,trail,4bf58dd8d48988d159941735,1
609,tree,52e81612bcbc57f1066b7a24,1
610,vineyard,4bf58dd8d48988d1de941735,1
611,volcano,5032848691d4c4b30a586d61,1
612,waterfall,56aa371be4b08b9a8d573560,1
613,waterfront,56aa371be4b08b9a8d5734c3,1
614,well,4fbc1be21983fc883593e321,1
615,windmill,5bae9231bedf3950379f89c7,1
616,professional & other places,4d4b7105d754a06375d81259,0
617,animal shelter,4e52d2d203646f7c19daa8ae,1
618,architecture firm,5fac002599ce226e27fe72e5,1
619,art studio,58daa1558bbb0b01f18ec1d6,1
620,auditorium,4bf58dd8d48988d173941735,1
621,ballroom,56aa371be4b08b9a8d5734cf,1
622,building,4bf58dd8d48988d130941735,1
623,business center,56aa371be4b08b9a8d573517,1
624,cidery,5e189fd6eee47d000759bbfd,1
625,club house,52e81612bcbc57f1066b7a35,1
626,community center,52e81612bcbc57f1066b7a34,1
627,convention center,4bf58dd8d48988d1ff931735,1
628,meeting room,4bf58dd8d48988d100941735,2
629,cultural center,52e81612bcbc57f1066b7a32,1
630,distillery,4e0e22f5a56208c4ea9a85a0,1
631,distribution center,52e81612bcbc57f1066b7a37,1
632,event space,4bf58dd8d48988d171941735,1
633,outdoor event space,56aa371be4b08b9a8d57356a,2
634,factory,4eb1bea83b7b6f98df247e06,1
635,fair,4eb1daf44b900d56c88a4600,1
636,funeral home,4f4534884b9074f6e4fb0174,1
637,government building,4bf58dd8d48988d126941735,1
638,capitol building,4bf58dd8d48988d12a941735,2
639,city hall,4bf58dd8d48988d129941735,2
640,courthouse,4bf58dd8d48988d12b941735,2
641,embassy consulate,4bf58dd8d48988d12c951735,2
642,fire station,4bf58dd8d48988d12c941735,2
643,monument landmark,4bf58dd8d48988d12d941735,2
644,police station,4bf58dd8d48988d12e941735,2
645,town hall,52e81612bcbc57f1066b7a38,2
646,industrial estate,56aa371be4b08b9a8d5734d7,1
647,library,4bf58dd8d48988d12f941735,1
648,meadery,5e189d71eee47d000759b7e2,1
649,medical center,4bf58dd8d48988d104941735,1
650,acupuncturist,52e81612bcbc57f1066b7a3b,2
651,alternative healer,52e81612bcbc57f1066b7a3c,2
652,blood donation center,5f2c43a65b4c177b9a6dcc62,2
653,chiropractor,52e81612bcbc57f1066b7a3a,2
654,dentist's office,4bf58dd8d48988d178941735,2
655,doctor's office,4bf58dd8d48988d177941735,2
656,emergency room,4bf58dd8d48988d194941735,2
657,eye doctor,522e32fae4b09b556e370f19,2
658,hospice,5f2c5b8b5b4c177b9a6ddf0b,2
659,hospital,4bf58dd8d48988d196941735,2
660,hospital ward,58daa1558bbb0b01f18ec1f7,3
661,maternity clinic,56aa371be4b08b9a8d5734ff,2
662,medical lab,4f4531b14b9074f6e4fb0103,2
663,mental health office,52e81612bcbc57f1066b7a39,2
664,nutritionist,58daa1558bbb0b01f18ec1d0,2
665,physical therapist,5744ccdfe4b0c0459246b4af,2
666,rehab center,56aa371be4b08b9a8d57351d,2
667,urgent care center,56aa371be4b08b9a8d573526,2
668,veterinarian,4d954af4a243a5684765b473,2
669,military base,4e52adeebd41615f56317744,1
670,non-profit,50328a8e91d4c4b30a586d6c,1
671,observatory,5744ccdfe4b0c0459246b4d9,1
672,office,4bf58dd8d48988d124941735,1
673,advertising agency,52e81612bcbc57f1066b7a3d,2
674,campaign office,5032764e91d4c4b30a586d5a,2
675,conference room,4bf58dd8d48988d127941735,2
676,corporate amenity,5665ef1d498ec706735f0e59,2
677,corporate cafeteria,54f4ba06498e2cf5561da814,2
678,corporate coffee shop,5665c7b9498e7d8a4f2c0f06,2
679,coworking space,4bf58dd8d48988d174941735,2
680,tech startup,4bf58dd8d48988d125941735,2
681,parking,4c38df4de52ce0d596b336e1,1
682,post office,4bf58dd8d48988d172941735,1
683,power plant,58daa1548bbb0b01f18ec1a9,1
684,prison,5310b8e5bcbc57f1066bcbf1,1
685,radio station,5032856091d4c4b30a586d63,1
686,recruiting agency,52f2ab2ebcbc57f1066b8b57,1
687,research laboratory,5744ccdfe4b0c0459246b4d6,1
688,research station,58daa1558bbb0b01f18ec1b2,1
689,school,4bf58dd8d48988d13b941735,1
690,adult education center,56aa371ce4b08b9a8d573570,2
691,circus school,52e81612bcbc57f1066b7a43,2
692,cooking school,58daa1558bbb0b01f18ec200,2
693,driving school,52e81612bcbc57f1066b7a42,2
694,elementary school,4f4533804b9074f6e4fb0105,2
695,flight school,52e81612bcbc57f1066b7a49,2
696,high school,4bf58dd8d48988d13d941735,2
697,language school,52e81612bcbc57f1066b7a48,2
698,middle school,4f4533814b9074f6e4fb0106,2
699,music school,4f04b10d2fb6e1c99f3db0be,2
700,nursery school,4f4533814b9074f6e4fb0107,2
701,preschool,52e81612bcbc57f1066b7a45,2
702,private school,52e81612bcbc57f1066b7a46,2
703,religious school,52e81612bcbc57f1066b7a47,2
704,swim school,52e81612bcbc57f1066b7a44,2
705,social club,52e81612bcbc57f1066b7a33,1
706,veterans' organization,5f2c5de85b4c177b9a6de29c,2
707,spiritual center,4bf58dd8d48988d131941735,1
708,buddhist temple,52e81612bcbc57f1066b7a3e,2
709,cemevi,58daa1558bbb0b01f18ec1eb,2
710,church,4bf58dd8d48988d132941735,2
711,confucian temple,56aa371be4b08b9a8d5734fc,2
712,hindu temple,52e81612bcbc57f1066b7a3f,2
713,kingdom hall,5744ccdfe4b0c0459246b4ac,2
714,monastery,52e81612bcbc57f1066b7a40,2
715,mosque,4bf58dd8d48988d138941735,2
716,prayer room,52e81612bcbc57f1066b7a41,2
717,shrine,4eb1d80a4b900d56c88a45ff,2
718,sikh temple,5bae9231bedf3950379f89c9,2
719,synagogue,4bf58dd8d48988d139941735,2
720,temple,4bf58dd8d48988d13a941735,2
721,terreiro,56aa371be4b08b9a8d5734f6,2
722,tv station,52e81612bcbc57f1066b7a31,1
723,voting booth,4cae28ecbf23941eb1190695,1
724,warehouse,52e81612bcbc57f1066b7a36,1
725,waste facility,58daa1558bbb0b01f18ec1ac,1
726,wedding hall,56aa371be4b08b9a8d5734c5,1
727,winery,4bf58dd8d48988d14b941735,1
728,residence,4e67e38e036454776db1fb3a,0
729,assisted living,5032891291d4c4b30a586d68,1
730,home (private),4bf58dd8d48988d103941735,1
731,housing development,4f2a210c4b9023bd5841ed28,1
732,residential building (apartment condo),4d954b06a243a5684965b473,1
733,trailer park,52f2ab2ebcbc57f1066b8b55,1
734,shop & service,4d4b7105d754a06378d81259,0
735,atm,52f2ab2ebcbc57f1066b8b56,1
736,adult boutique,5267e446e4b0ec79466e48c4,1
737,antique shop,4bf58dd8d48988d116951735,1
738,arts & crafts store,4bf58dd8d48988d127951735,1
739,astrologer,52f2ab2ebcbc57f1066b8b43,1
740,auto dealership,4eb1c1623b7b52c0e1adc2ec,1
741,new auto dealership,5e8f50bd03c7a9000c1e2fbc,2
742,used auto dealership,5e8f501a03c7a9000c1e2e88,2
743,auto garage,52f2ab2ebcbc57f1066b8b44,1
744,auto workshop,56aa371be4b08b9a8d5734d3,1
745,automotive shop,4bf58dd8d48988d124951735,1
746,baby store,52f2ab2ebcbc57f1066b8b32,1
747,bank,4bf58dd8d48988d10a951735,1
748,bath house,52e81612bcbc57f1066b7a27,1
749,batik shop,56aa371be4b08b9a8d5734cb,1
750,betting shop,52f2ab2ebcbc57f1066b8b40,1
751,big box store,52f2ab2ebcbc57f1066b8b42,1
752,bike shop,4bf58dd8d48988d115951735,1
753,board shop,4bf58dd8d48988d1f1941735,1
754,bookstore,4bf58dd8d48988d114951735,1
755,bridal shop,4bf58dd8d48988d11a951735,1
756,business service,5453de49498eade8af355881,1
757,camera store,4eb1bdf03b7b55596b4a7491,1
758,candy store,4bf58dd8d48988d117951735,1
759,car wash,4f04ae1f2fb6e1c99f3db0ba,1
760,carpet store,52f2ab2ebcbc57f1066b8b2a,1
761,check cashing service,52f2ab2ebcbc57f1066b8b2d,1
762,child care service,5744ccdfe4b0c0459246b4c7,1
763,daycare,4f4532974b9074f6e4fb0104,2
764,chocolate shop,52f2ab2ebcbc57f1066b8b31,1
765,clothing store,4bf58dd8d48988d103951735,1
766,accessories store,4bf58dd8d48988d102951735,2
767,boutique,4bf58dd8d48988d104951735,2
768,kids store,4bf58dd8d48988d105951735,2
769,lingerie store,4bf58dd8d48988d109951735,2
770,men's store,4bf58dd8d48988d106951735,2
771,shoe store,4bf58dd8d48988d107951735,2
772,women's store,4bf58dd8d48988d108951735,2
773,comic shop,52f2ab2ebcbc57f1066b8b18,1
774,construction & landscaping,5454144b498ec1f095bff2f2,1
775,convenience store,4d954b0ea243a5684a65b473,1
776,cosmetics shop,4bf58dd8d48988d10c951735,1
777,costume shop,52f2ab2ebcbc57f1066b8b17,1
778,credit union,5032850891d4c4b30a586d62,1
779,currency exchange,5744ccdfe4b0c0459246b4be,1
780,department store,4bf58dd8d48988d1f6941735,1
781,design studio,4bf58dd8d48988d1f4941735,1
782,discount store,52dea92d3cf9994f4e043dbb,1
783,dive shop,52f2ab2ebcbc57f1066b8b1a,1
784,drugstore,5745c2e4498e11e7bccabdbd,1
785,dry cleaner,52f2ab2ebcbc57f1066b8b1d,1
786,ev charging station,5032872391d4c4b30a586d64,1
787,electronics store,4bf58dd8d48988d122951735,1
788,entertainment service,56aa371be4b08b9a8d573554,1
789,event service,5454152e498ef71e2b9132c6,1
790,fabric shop,52f2ab2ebcbc57f1066b8b26,1
791,film studio,56aa371be4b08b9a8d573523,1
792,financial or legal service,503287a291d4c4b30a586d65,1
793,fireworks store,52f2ab2ebcbc57f1066b8b3a,1
794,fishing store,52f2ab2ebcbc57f1066b8b16,1
795,flea market,4bf58dd8d48988d1f7941735,1
796,floating market,56aa371be4b08b9a8d573505,1
797,flower shop,4bf58dd8d48988d11b951735,1
798,food & drink shop,4bf58dd8d48988d1f9941735,1
799,beer store,5370f356bcbc57f1066c94c2,2
800,butcher,4bf58dd8d48988d11d951735,2
801,cheese shop,4bf58dd8d48988d11e951735,2
802,coffee roaster,5e18993feee47d000759b256,2
803,dairy store,58daa1558bbb0b01f18ec1ca,2
804,farmers market,4bf58dd8d48988d1fa941735,2
805,fish market,4bf58dd8d48988d10e951735,2
806,food service,56aa371be4b08b9a8d573550,2
807,gourmet shop,4bf58dd8d48988d1f5941735,2
808,grocery store,4bf58dd8d48988d118951735,2
809,health food store,50aa9e744b90af0d42d5de0e,2
810,imported food shop,5f2c41945b4c177b9a6dc7d6,2
811,kuruyemişçi,58daa1558bbb0b01f18ec1e8,2
812,liquor store,4bf58dd8d48988d186941735,2
813,organic grocery,52f2ab2ebcbc57f1066b8b45,2
814,sausage shop,56aa371be4b08b9a8d573564,2
815,street food gathering,53e0feef498e5aac066fd8a9,2
816,supermarket,52f2ab2ebcbc57f1066b8b46,2
817,turşucu,58daa1558bbb0b01f18ec1e5,2
818,wine shop,4bf58dd8d48988d119951735,2
819,frame store,52f2ab2ebcbc57f1066b8b24,1
820,fruit & vegetable store,52f2ab2ebcbc57f1066b8b1c,1
821,furniture home store,4bf58dd8d48988d1f8941735,1
822,lighting store,55888a5a498e782e3303b43a,2
823,gaming cafe,4bf58dd8d48988d18d941735,1
824,garden center,4eb1c0253b7b52c0e1adc2e9,1
825,gas station,4bf58dd8d48988d113951735,1
826,gift shop,4bf58dd8d48988d128951735,1
827,gun shop,52f2ab2ebcbc57f1066b8b19,1
828,hardware store,4bf58dd8d48988d112951735,1
829,health & beauty service,54541900498ea6ccd0202697,1
830,herbs & spices store,52f2ab2ebcbc57f1066b8b2c,1
831,hobby shop,4bf58dd8d48988d1fb941735,1
832,home service,545419b1498ea6ccd0202f58,1
833,hunting supply,50aaa5234b90af0d42d5de12,1
834,it services,52f2ab2ebcbc57f1066b8b36,1
835,insurance office,58daa1558bbb0b01f18ec1f1,1
836,internet cafe,4bf58dd8d48988d1f0941735,1
837,jewelry store,4bf58dd8d48988d111951735,1
838,kitchen supply store,58daa1558bbb0b01f18ec1b4,1
839,knitting store,52f2ab2ebcbc57f1066b8b25,1
840,laundromat,52f2ab2ebcbc57f1066b8b33,1
841,laundry service,4bf58dd8d48988d1fc941735,1
842,lawyer,52f2ab2ebcbc57f1066b8b3f,1
843,leather goods store,52f2ab2ebcbc57f1066b8b2b,1
844,locksmith,52f2ab2ebcbc57f1066b8b1e,1
845,lottery retailer,52f2ab2ebcbc57f1066b8b38,1
846,luggage store,52f2ab2ebcbc57f1066b8b29,1
847,marijuana dispensary,52c71aaf3cf9994f4e043d17,1
848,market,50be8ee891d4fa8dcc7199a7,1
849,massage studio,52f2ab2ebcbc57f1066b8b3c,1
850,mattress store,52f2ab2ebcbc57f1066b8b27,1
851,medical supply store,58daa1558bbb0b01f18ec206,1
852,miscellaneous shop,4bf58dd8d48988d1ff941735,1
853,mobile phone shop,4f04afc02fb6e1c99f3db0bc,1
854,mobility store,56aa371be4b08b9a8d57354a,1
855,motorcycle shop,5032833091d4c4b30a586d60,1
856,motorsports shop,59d79d6b2e268052fa2a3332,1
857,music store,4bf58dd8d48988d1fe941735,1
858,nail salon,4f04aa0c2fb6e1c99f3db0b8,1
859,newsagent,5f2c5a295b4c177b9a6ddd0e,1
860,newsstand,4f04ad622fb6e1c99f3db0b9,1
861,notary,5ae95d208a6f17002ce792b2,1
862,optical shop,4d954afda243a5684865b473,1
863,other repair shop,52f2ab2ebcbc57f1066b8b2f,1
864,outdoor supply store,52f2ab2ebcbc57f1066b8b22,1
865,outlet mall,5744ccdfe4b0c0459246b4df,1
866,outlet store,52f2ab2ebcbc57f1066b8b35,1
867,paper office supplies store,4bf58dd8d48988d121951735,1
868,pawn shop,52f2ab2ebcbc57f1066b8b34,1
869,perfume shop,52f2ab2ebcbc57f1066b8b23,1
870,pet service,5032897c91d4c4b30a586d69,1
871,pet store,4bf58dd8d48988d100951735,1
872,pharmacy,4bf58dd8d48988d10f951735,1
873,photography lab,4eb1bdde3b7b55596b4a7490,1
874,photography studio,554a5e17498efabeda6cc559,1
875,piercing parlor,52f2ab2ebcbc57f1066b8b20,1
876,pop-up shop,52f2ab2ebcbc57f1066b8b3d,1
877,print shop,52f2ab2ebcbc57f1066b8b28,1
878,public bathroom,5744ccdfe4b0c0459246b4c4,1
879,real estate office,5032885091d4c4b30a586d66,1
880,record shop,4bf58dd8d48988d10d951735,1
881,recording studio,52f2ab2ebcbc57f1066b8b37,1
882,recycling facility,4f4531084b9074f6e4fb0101,1
883,rental service,56aa371be4b08b9a8d573552,1
884,salon barbershop,4bf58dd8d48988d110951735,1
885,sauna steam room,58daa1558bbb0b01f18ec1ae,1
886,shipping store,52f2ab2ebcbc57f1066b8b1f,1
887,shoe repair,52f2ab2ebcbc57f1066b8b39,1
888,shopping mall,4bf58dd8d48988d1fd941735,1
889,shopping plaza,5744ccdfe4b0c0459246b4dc,1
890,skate shop,5bae9231bedf3950379f89d2,1
891,ski shop,56aa371be4b08b9a8d573566,1
892,smoke shop,4bf58dd8d48988d123951735,1
893,smoothie shop,52f2ab2ebcbc57f1066b8b41,1
894,souvenir shop,52f2ab2ebcbc57f1066b8b1b,1
895,spa,4bf58dd8d48988d1ed941735,1
896,sporting goods shop,4bf58dd8d48988d1f2941735,1
897,stationery store,52f2ab2ebcbc57f1066b8b21,1
898,storage facility,4f04b1572fb6e1c99f3db0bf,1
899,supplement shop,5744ccdfe4b0c0459246b4cd,1
900,tailor shop,5032781d91d4c4b30a586d5b,1
901,tanning salon,4d1cf8421a97d635ce361c31,1
902,tattoo parlor,4bf58dd8d48988d1de931735,1
903,thrift vintage store,4bf58dd8d48988d101951735,1
904,toy game store,4bf58dd8d48988d1f3941735,1
905,travel agency,4f04b08c2fb6e1c99f3db0bd,1
906,used bookstore,52f2ab2ebcbc57f1066b8b30,1
907,vape store,56aa371be4b08b9a8d57355c,1
908,vehicle inspection station,5f2c1e0db6d05514c70436d4,1
909,video game store,4bf58dd8d48988d10b951735,1
910,video store,4bf58dd8d48988d126951735,1
911,warehouse store,52e816a6bcbc57f1066b7a54,1
912,watch shop,52f2ab2ebcbc57f1066b8b2e,1
913,travel & transport,4d4b7105d754a06379d81259,0
914,airport,4bf58dd8d48988d1ed931735,1
915,airfield,5f2c42335b4c177b9a6dc927,2
916,airport food court,4bf58dd8d48988d1ef931735,2
917,airport gate,4bf58dd8d48988d1f0931735,2
918,airport lounge,4eb1bc533b7b2c5b1d4306cb,2
919,airport service,56aa371be4b08b9a8d57352f,2
920,airport terminal,4bf58dd8d48988d1eb931735,2
921,airport tram,4bf58dd8d48988d1ec931735,2
922,baggage claim,5744ccdfe4b0c0459246b4e5,2
923,plane,4bf58dd8d48988d1f7931735,2
924,baggage locker,5744ccdfe4b0c0459246b4e8,1
925,bike rental bike share,4e4c9077bd41f78e849722f9,1
926,boat rental,5744ccdfe4b0c0459246b4c1,1
927,boat or ferry,4bf58dd8d48988d12d951735,1
928,border crossing,52f2ab2ebcbc57f1066b8b4b,1
929,bus station,4bf58dd8d48988d1fe931735,1
930,bus line,4bf58dd8d48988d12b951735,2
931,bus stop,52f2ab2ebcbc57f1066b8b4f,1
932,cable car,52f2ab2ebcbc57f1066b8b50,1
933,cruise ship,55077a22498e5e9248869ba2,1
934,duty-free shop,589ddde98ae3635c072819ee,1
935,general travel,4bf58dd8d48988d1f6931735,1
936,heliport,56aa371ce4b08b9a8d57356e,1
937,hotel,4bf58dd8d48988d1fa931735,1
938,bed & breakfast,4bf58dd8d48988d1f8931735,2
939,boarding house,4f4530a74b9074f6e4fb0100,2
940,hostel,4bf58dd8d48988d1ee931735,2
941,hotel pool,4bf58dd8d48988d132951735,2
942,inn,5bae9231bedf3950379f89cb,2
943,motel,4bf58dd8d48988d1fb931735,2
944,resort,4bf58dd8d48988d12f951735,2
945,vacation rental,56aa371be4b08b9a8d5734e1,2
946,intersection,52f2ab2ebcbc57f1066b8b4c,1
947,light rail station,4bf58dd8d48988d1fc931735,1
948,marine terminal,5f2c1af1b6d05514c704319d,1
949,metro station,4bf58dd8d48988d1fd931735,1
950,moving target,4f2a23984b9023bd5841ed2c,1
951,pier,4e74f6cabd41c4836eac4c31,1
952,port,56aa371be4b08b9a8d57353e,1
953,rv park,52f2ab2ebcbc57f1066b8b53,1
954,rental car location,4bf58dd8d48988d1ef941735,1
955,rest area,4d954b16a243a5684b65b473,1
956,road,4bf58dd8d48988d1f9931735,1
957,taxi stand,53fca564498e1a175f32528b,1
958,taxi,4bf58dd8d48988d130951735,1
959,toll booth,52f2ab2ebcbc57f1066b8b4d,1
960,toll plaza,52f2ab2ebcbc57f1066b8b4e,1
961,tourist information center,4f4530164b9074f6e4fb00ff,1
962,train station,4bf58dd8d48988d129951735,1
963,platform,4f4531504b9074f6e4fb0102,2
964,train,4bf58dd8d48988d12a951735,2
965,tram station,52f2ab2ebcbc57f1066b8b51,1
966,transportation service,54541b70498ea6ccd0204bff,1
967,travel lounge,4f04b25d2fb6e1c99f3db0c0,1
968,truck stop,57558b36e4b065ecebd306dd,1
969,tunnel,52f2ab2ebcbc57f1066b8b4a,1
